customer_id,transaction_amount,transaction_type,location,device,past_fraud_history,previous_transaction_pattern,fraudulent
CUST2381,269372,UPI,Bangalore,Samsung S22,No,Large Transactions,Yes
CUST2666,179566,IMPS,Patna,Redmi Note 10,Yes,Normal,Yes
CUST8926,29737,IMPS,Bangalore,Samsung S22,Yes,Large Transactions,Yes
CUST9847,43446,Debit Card,Chennai,Vivo X70,Yes,Large Transactions,Yes
CUST3175,66478,Credit Card,Delhi,iPhone 13,Yes,Large Transactions,Yes
CUST7163,265621,IMPS,Patna,Redmi Note 10,Yes,High Frequency,Yes
CUST5200,112082,Credit Card,Chennai,Vivo X70,Yes,Normal,Yes
CUST2676,182350,IMPS,Chennai,OnePlus 9,Yes,High Frequency,Yes
CUST2901,101350,UPI,Delhi,Redmi Note 10,No,Large Transactions,No
CUST6532,247510,Credit Card,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST9736,424899,IMPS,Jaipur,Samsung S22,Yes,High Frequency,Yes
CUST3184,125449,Credit Card,Bangalore,Vivo X70,Yes,Normal,Yes
CUST6927,144587,RTGS,Chennai,Vivo X70,Yes,Large Transactions,Yes
CUST9430,351525,Debit Card,Kolkata,Samsung S22,No,High Frequency,Yes
CUST1055,152419,IMPS,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST9490,413721,Debit Card,Delhi,Samsung S22,No,Normal,Yes
CUST4609,34314,Debit Card,Delhi,Vivo X70,No,Large Transactions,No
CUST1869,194767,NEFT,Kolkata,Redmi Note 10,Yes,High Frequency,Yes
CUST7895,292956,NEFT,Delhi,OnePlus 9,No,High Frequency,Yes
CUST4523,28272,IMPS,Kolkata,Vivo X70,No,Large Transactions,No
CUST6061,499710,UPI,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST3079,191356,Debit Card,Jaipur,iPhone 13,No,Normal,No
CUST3870,218970,Debit Card,Jaipur,Vivo X70,No,Normal,Yes
CUST5395,349476,UPI,Delhi,Redmi Note 10,No,High Frequency,Yes
CUST6021,467253,Credit Card,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST7045,425580,Debit Card,Kolkata,iPhone 13,Yes,High Frequency,Yes
CUST1675,57265,RTGS,Mumbai,OnePlus 9,No,Large Transactions,No
CUST3539,220730,Credit Card,Delhi,Redmi Note 10,Yes,High Frequency,Yes
CUST9056,329726,Debit Card,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST7194,163632,RTGS,Mumbai,iPhone 13,Yes,Normal,Yes
CUST4448,61754,NEFT,Bangalore,Vivo X70,No,High Frequency,No
CUST9718,251718,UPI,Mumbai,OnePlus 9,No,Large Transactions,Yes
CUST4081,57697,UPI,Bangalore,Redmi Note 10,No,High Frequency,No
CUST3165,90986,Debit Card,Kolkata,OnePlus 9,No,High Frequency,No
CUST1048,47497,Credit Card,Mumbai,Vivo X70,Yes,Large Transactions,Yes
CUST2712,126509,IMPS,Bangalore,Vivo X70,No,Normal,No
CUST4162,186876,Credit Card,Patna,Samsung S22,No,Large Transactions,No
CUST5246,158914,Credit Card,Patna,Samsung S22,No,Large Transactions,No
CUST3747,138437,Debit Card,Bangalore,Vivo X70,No,Large Transactions,No
CUST2935,321659,Credit Card,Chennai,OnePlus 9,No,Large Transactions,Yes
CUST7749,491841,Credit Card,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST7825,382250,UPI,Bangalore,Samsung S22,No,High Frequency,Yes
CUST2558,205173,IMPS,Chennai,Redmi Note 10,Yes,Normal,Yes
CUST8615,438386,Debit Card,Chennai,Samsung S22,Yes,Large Transactions,Yes
CUST5354,437680,UPI,Jaipur,iPhone 13,No,Normal,Yes
CUST5617,115708,Credit Card,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST8986,191867,NEFT,Patna,Vivo X70,No,Normal,No
CUST3851,164332,Debit Card,Delhi,OnePlus 9,Yes,Normal,Yes
CUST6603,199423,Credit Card,Kolkata,Redmi Note 10,No,High Frequency,No
CUST3042,94060,Debit Card,Jaipur,Vivo X70,No,High Frequency,No
CUST9563,185622,RTGS,Jaipur,Samsung S22,No,Normal,No
CUST8747,257958,NEFT,Chennai,Samsung S22,Yes,Normal,Yes
CUST8778,274329,RTGS,Patna,OnePlus 9,Yes,High Frequency,Yes
CUST3133,222279,Credit Card,Jaipur,Vivo X70,Yes,Normal,Yes
CUST7823,444866,IMPS,Bangalore,iPhone 13,Yes,Normal,Yes
CUST1188,483551,UPI,Kolkata,Redmi Note 10,Yes,High Frequency,Yes
CUST7253,414106,IMPS,Jaipur,iPhone 13,No,Large Transactions,Yes
CUST2668,183472,RTGS,Delhi,Redmi Note 10,No,High Frequency,No
CUST1838,248794,Debit Card,Jaipur,Vivo X70,No,Normal,Yes
CUST6110,6963,Credit Card,Mumbai,OnePlus 9,No,Large Transactions,No
CUST4893,71925,NEFT,Chennai,iPhone 13,No,Large Transactions,No
CUST1218,365781,UPI,Delhi,Samsung S22,No,Normal,Yes
CUST2888,145106,Debit Card,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST4471,250372,Debit Card,Patna,iPhone 13,No,Normal,Yes
CUST4272,49446,Debit Card,Mumbai,Redmi Note 10,No,Normal,No
CUST1764,334018,Debit Card,Mumbai,Vivo X70,No,Normal,Yes
CUST4633,274508,Credit Card,Bangalore,Samsung S22,Yes,High Frequency,Yes
CUST8503,290420,Credit Card,Kolkata,iPhone 13,Yes,Normal,Yes
CUST5547,50723,RTGS,Delhi,Vivo X70,Yes,Normal,Yes
CUST8449,191247,Debit Card,Delhi,Samsung S22,No,High Frequency,No
CUST9351,409849,RTGS,Delhi,OnePlus 9,No,Normal,Yes
CUST5073,409977,IMPS,Patna,Samsung S22,No,Normal,Yes
CUST3727,318708,Credit Card,Patna,iPhone 13,No,High Frequency,Yes
CUST2813,494616,Debit Card,Kolkata,iPhone 13,No,High Frequency,Yes
CUST4050,264833,RTGS,Mumbai,iPhone 13,Yes,Large Transactions,Yes
CUST8142,230756,Debit Card,Mumbai,iPhone 13,No,Large Transactions,Yes
CUST8975,25688,Credit Card,Kolkata,Vivo X70,No,Normal,No
CUST1274,156263,IMPS,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST3562,102845,IMPS,Mumbai,Samsung S22,No,Large Transactions,No
CUST2641,336374,NEFT,Bangalore,Redmi Note 10,No,High Frequency,Yes
CUST6528,80732,IMPS,Delhi,Vivo X70,Yes,High Frequency,Yes
CUST8143,212715,RTGS,Jaipur,OnePlus 9,Yes,Large Transactions,Yes
CUST8593,332347,Credit Card,Delhi,Samsung S22,No,Normal,Yes
CUST3554,455699,NEFT,Jaipur,Vivo X70,Yes,Normal,Yes
CUST8036,435419,UPI,Patna,Vivo X70,No,Large Transactions,Yes
CUST8280,131309,Debit Card,Delhi,OnePlus 9,No,Large Transactions,No
CUST8076,451319,IMPS,Jaipur,Samsung S22,Yes,Large Transactions,Yes
CUST5138,476558,UPI,Kolkata,Samsung S22,Yes,High Frequency,Yes
CUST8856,163278,RTGS,Delhi,OnePlus 9,Yes,High Frequency,Yes
CUST5783,413279,Credit Card,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST3988,13452,RTGS,Mumbai,iPhone 13,Yes,Large Transactions,Yes
CUST2595,348346,Debit Card,Kolkata,Vivo X70,No,High Frequency,Yes
CUST3352,401077,UPI,Chennai,iPhone 13,No,High Frequency,Yes
CUST3856,53667,IMPS,Patna,Samsung S22,Yes,High Frequency,Yes
CUST3274,217116,Debit Card,Jaipur,Vivo X70,No,Large Transactions,Yes
CUST5051,341916,Credit Card,Bangalore,Redmi Note 10,No,Normal,Yes
CUST3525,142409,Credit Card,Delhi,OnePlus 9,No,Large Transactions,No
CUST1466,34302,UPI,Bangalore,Redmi Note 10,No,Large Transactions,No
CUST2555,151465,IMPS,Mumbai,OnePlus 9,No,Large Transactions,No
CUST2167,489975,Credit Card,Bangalore,Redmi Note 10,No,High Frequency,Yes
CUST9732,423603,Debit Card,Kolkata,Vivo X70,Yes,Normal,Yes
CUST4215,243351,NEFT,Mumbai,OnePlus 9,No,Normal,Yes
CUST2891,359673,Debit Card,Chennai,Samsung S22,Yes,Normal,Yes
CUST2180,394224,Debit Card,Mumbai,Redmi Note 10,No,High Frequency,Yes
CUST7531,462567,Debit Card,Kolkata,OnePlus 9,No,Normal,Yes
CUST3428,225658,Credit Card,Delhi,Vivo X70,No,High Frequency,Yes
CUST7519,350911,Credit Card,Bangalore,Vivo X70,No,Normal,Yes
CUST2921,245755,IMPS,Delhi,iPhone 13,Yes,Large Transactions,Yes
CUST8466,244114,NEFT,Mumbai,iPhone 13,No,High Frequency,Yes
CUST4445,407468,Credit Card,Bangalore,iPhone 13,No,Normal,Yes
CUST6802,88852,Credit Card,Kolkata,Redmi Note 10,Yes,Normal,Yes
CUST3130,273835,UPI,Jaipur,Redmi Note 10,Yes,Large Transactions,Yes
CUST9415,464684,Credit Card,Patna,Vivo X70,No,Normal,Yes
CUST3808,483870,Debit Card,Jaipur,Vivo X70,No,High Frequency,Yes
CUST2226,190349,UPI,Kolkata,OnePlus 9,No,Large Transactions,No
CUST4610,371094,UPI,Patna,Redmi Note 10,No,Large Transactions,Yes
CUST1010,299507,RTGS,Chennai,Samsung S22,Yes,Large Transactions,Yes
CUST6142,272798,Debit Card,Jaipur,Vivo X70,No,High Frequency,Yes
CUST2694,416068,UPI,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST7343,157244,NEFT,Kolkata,Samsung S22,No,Large Transactions,No
CUST7134,219570,RTGS,Kolkata,Samsung S22,Yes,High Frequency,Yes
CUST8416,212952,Debit Card,Jaipur,Vivo X70,No,Large Transactions,Yes
CUST4118,87597,UPI,Chennai,Samsung S22,No,Large Transactions,No
CUST1390,6072,Credit Card,Bangalore,Samsung S22,No,Normal,No
CUST6973,452506,IMPS,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST2694,349619,UPI,Mumbai,Vivo X70,No,Large Transactions,Yes
CUST4900,103373,RTGS,Jaipur,iPhone 13,Yes,Large Transactions,Yes
CUST6444,168599,Credit Card,Bangalore,iPhone 13,Yes,Normal,Yes
CUST1388,147374,NEFT,Kolkata,Redmi Note 10,No,Normal,No
CUST3902,147872,Credit Card,Patna,Redmi Note 10,Yes,High Frequency,Yes
CUST7758,63694,UPI,Jaipur,Samsung S22,No,Normal,No
CUST1105,275400,Credit Card,Mumbai,Redmi Note 10,No,Normal,Yes
CUST3593,26763,Debit Card,Kolkata,OnePlus 9,No,Normal,No
CUST7827,7673,IMPS,Jaipur,Redmi Note 10,Yes,Normal,Yes
CUST4125,113014,IMPS,Kolkata,OnePlus 9,No,High Frequency,No
CUST7666,205923,Credit Card,Bangalore,OnePlus 9,Yes,Normal,Yes
CUST1392,105205,NEFT,Jaipur,Vivo X70,No,Large Transactions,No
CUST2955,84296,NEFT,Patna,OnePlus 9,No,Large Transactions,No
CUST7194,239016,Credit Card,Kolkata,OnePlus 9,No,High Frequency,Yes
CUST1062,257989,Credit Card,Jaipur,OnePlus 9,No,Large Transactions,Yes
CUST5438,1950,NEFT,Patna,Vivo X70,Yes,Normal,Yes
CUST6627,171265,IMPS,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST8248,183961,Credit Card,Mumbai,OnePlus 9,No,Normal,No
CUST9019,11297,Credit Card,Delhi,iPhone 13,Yes,Normal,Yes
CUST4967,18811,Debit Card,Kolkata,Redmi Note 10,No,High Frequency,No
CUST5595,108712,UPI,Delhi,OnePlus 9,No,Normal,No
CUST9494,313998,Debit Card,Mumbai,OnePlus 9,No,Normal,Yes
CUST2862,83230,IMPS,Delhi,OnePlus 9,No,High Frequency,No
CUST5691,453831,IMPS,Chennai,OnePlus 9,No,Normal,Yes
CUST8350,237107,Debit Card,Patna,Redmi Note 10,Yes,Large Transactions,Yes
CUST2974,269959,RTGS,Patna,Redmi Note 10,Yes,Normal,Yes
CUST7575,174787,IMPS,Delhi,Vivo X70,No,High Frequency,No
CUST9208,134030,NEFT,Jaipur,iPhone 13,Yes,Normal,Yes
CUST3295,101322,Credit Card,Mumbai,Redmi Note 10,No,Normal,No
CUST8338,130577,NEFT,Delhi,iPhone 13,No,Large Transactions,No
CUST4070,4617,NEFT,Kolkata,OnePlus 9,No,Normal,No
CUST5564,291440,IMPS,Delhi,Vivo X70,No,High Frequency,Yes
CUST7815,96693,UPI,Kolkata,iPhone 13,Yes,High Frequency,Yes
CUST9361,422368,RTGS,Kolkata,Vivo X70,No,Normal,Yes
CUST8697,168190,RTGS,Delhi,Redmi Note 10,Yes,Large Transactions,Yes
CUST4158,108114,IMPS,Jaipur,Redmi Note 10,No,High Frequency,No
CUST2497,480692,Debit Card,Jaipur,Samsung S22,Yes,High Frequency,Yes
CUST2988,76882,Credit Card,Bangalore,Vivo X70,Yes,High Frequency,Yes
CUST6748,441846,UPI,Kolkata,Redmi Note 10,Yes,High Frequency,Yes
CUST9638,36076,Credit Card,Jaipur,iPhone 13,No,Normal,No
CUST7362,57416,Debit Card,Bangalore,Redmi Note 10,Yes,Large Transactions,Yes
CUST2475,282030,Debit Card,Kolkata,OnePlus 9,No,Normal,Yes
CUST2892,46685,UPI,Kolkata,Vivo X70,No,High Frequency,No
CUST3865,191551,Debit Card,Patna,OnePlus 9,No,Large Transactions,No
CUST1489,364750,RTGS,Kolkata,iPhone 13,Yes,Normal,Yes
CUST5410,305082,UPI,Patna,OnePlus 9,No,Large Transactions,Yes
CUST7744,47538,RTGS,Chennai,Samsung S22,Yes,Large Transactions,Yes
CUST7875,450845,RTGS,Kolkata,OnePlus 9,No,Large Transactions,Yes
CUST5909,337359,Credit Card,Delhi,Redmi Note 10,No,High Frequency,Yes
CUST8998,57321,Credit Card,Jaipur,Samsung S22,No,High Frequency,No
CUST2692,177970,RTGS,Patna,iPhone 13,No,High Frequency,No
CUST2632,466025,IMPS,Chennai,Vivo X70,No,Large Transactions,Yes
CUST9077,25102,RTGS,Delhi,iPhone 13,No,High Frequency,No
CUST4447,308472,Credit Card,Kolkata,Vivo X70,Yes,Normal,Yes
CUST1875,339574,Credit Card,Kolkata,Redmi Note 10,Yes,Large Transactions,Yes
CUST3796,230691,IMPS,Patna,OnePlus 9,No,Normal,Yes
CUST9814,253992,NEFT,Jaipur,Redmi Note 10,No,Large Transactions,Yes
CUST4295,6481,IMPS,Jaipur,OnePlus 9,No,High Frequency,No
CUST3666,407011,IMPS,Chennai,Samsung S22,No,High Frequency,Yes
CUST3486,309580,Debit Card,Patna,iPhone 13,No,Normal,Yes
CUST3259,465263,Debit Card,Kolkata,iPhone 13,No,Normal,Yes
CUST9762,25193,IMPS,Bangalore,Samsung S22,No,Large Transactions,No
CUST1579,40478,Credit Card,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST9503,44331,IMPS,Patna,iPhone 13,No,Large Transactions,No
CUST7811,325264,NEFT,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST8775,409084,Debit Card,Chennai,Samsung S22,No,High Frequency,Yes
CUST8540,308777,NEFT,Bangalore,Redmi Note 10,Yes,High Frequency,Yes
CUST3413,195908,IMPS,Chennai,Redmi Note 10,No,Large Transactions,No
CUST4331,180525,IMPS,Mumbai,OnePlus 9,Yes,Normal,Yes
CUST2457,423914,IMPS,Mumbai,OnePlus 9,No,Normal,Yes
CUST3211,469285,IMPS,Chennai,Vivo X70,Yes,High Frequency,Yes
CUST1636,353720,IMPS,Kolkata,Vivo X70,No,Normal,Yes
CUST6876,347516,Credit Card,Delhi,iPhone 13,Yes,Large Transactions,Yes
CUST9041,343058,UPI,Chennai,iPhone 13,Yes,Large Transactions,Yes
CUST4021,202950,RTGS,Kolkata,iPhone 13,No,Normal,Yes
CUST8869,107207,IMPS,Chennai,Vivo X70,Yes,Normal,Yes
CUST3937,407338,UPI,Patna,OnePlus 9,Yes,High Frequency,Yes
CUST1860,259818,IMPS,Bangalore,iPhone 13,Yes,High Frequency,Yes
CUST6826,277511,UPI,Chennai,Samsung S22,Yes,Large Transactions,Yes
CUST8679,152609,RTGS,Bangalore,OnePlus 9,Yes,Normal,Yes
CUST2160,260478,Credit Card,Patna,Samsung S22,Yes,Large Transactions,Yes
CUST2791,423772,IMPS,Chennai,Samsung S22,Yes,Normal,Yes
CUST8885,356600,Credit Card,Chennai,Redmi Note 10,No,Large Transactions,Yes
CUST2985,263786,Debit Card,Patna,Redmi Note 10,Yes,Normal,Yes
CUST2674,75459,Credit Card,Delhi,Vivo X70,Yes,Large Transactions,Yes
CUST2663,277782,UPI,Chennai,Samsung S22,No,High Frequency,Yes
CUST4215,267811,Credit Card,Jaipur,iPhone 13,No,High Frequency,Yes
CUST7896,44769,Credit Card,Delhi,Redmi Note 10,No,High Frequency,No
CUST6535,393743,NEFT,Bangalore,iPhone 13,Yes,Large Transactions,Yes
CUST1013,454111,UPI,Mumbai,Samsung S22,No,High Frequency,Yes
CUST3970,274427,IMPS,Jaipur,Samsung S22,No,Normal,Yes
CUST6481,469399,Credit Card,Jaipur,Vivo X70,No,Large Transactions,Yes
CUST6688,359623,UPI,Patna,Samsung S22,Yes,High Frequency,Yes
CUST6850,208882,NEFT,Chennai,Samsung S22,Yes,Large Transactions,Yes
CUST2366,419522,RTGS,Patna,iPhone 13,Yes,High Frequency,Yes
CUST2936,497583,IMPS,Chennai,Samsung S22,Yes,High Frequency,Yes
CUST3966,413040,IMPS,Mumbai,Samsung S22,Yes,Normal,Yes
CUST2994,211338,Credit Card,Chennai,Vivo X70,No,High Frequency,Yes
CUST9169,460339,Credit Card,Patna,iPhone 13,No,Normal,Yes
CUST9629,489386,IMPS,Delhi,OnePlus 9,Yes,Large Transactions,Yes
CUST1480,318678,Credit Card,Patna,Samsung S22,Yes,Normal,Yes
CUST1794,210590,Debit Card,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST9834,67152,RTGS,Chennai,Vivo X70,Yes,High Frequency,Yes
CUST4923,29537,Debit Card,Mumbai,Redmi Note 10,No,Large Transactions,No
CUST2921,219737,NEFT,Bangalore,iPhone 13,Yes,High Frequency,Yes
CUST1254,147752,IMPS,Jaipur,Samsung S22,No,Normal,No
CUST6557,36151,RTGS,Mumbai,Vivo X70,Yes,Normal,Yes
CUST1323,260048,IMPS,Mumbai,OnePlus 9,No,Large Transactions,Yes
CUST8986,279904,NEFT,Delhi,Samsung S22,Yes,Normal,Yes
CUST1660,418854,Debit Card,Delhi,iPhone 13,No,Normal,Yes
CUST8965,118150,IMPS,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST6668,124051,Debit Card,Bangalore,Samsung S22,Yes,Normal,Yes
CUST7357,107049,Credit Card,Bangalore,iPhone 13,Yes,Large Transactions,Yes
CUST5468,22777,Credit Card,Kolkata,iPhone 13,No,Large Transactions,No
CUST6441,112001,IMPS,Chennai,iPhone 13,No,High Frequency,No
CUST1695,108840,Debit Card,Bangalore,OnePlus 9,No,Large Transactions,No
CUST3076,4331,NEFT,Jaipur,Redmi Note 10,Yes,Normal,Yes
CUST9883,438109,NEFT,Jaipur,Samsung S22,No,Large Transactions,Yes
CUST4641,288739,Credit Card,Mumbai,Samsung S22,No,Large Transactions,Yes
CUST5262,474558,UPI,Delhi,Samsung S22,Yes,Large Transactions,Yes
CUST2818,86114,Credit Card,Mumbai,OnePlus 9,No,Normal,No
CUST8576,477468,IMPS,Kolkata,Samsung S22,No,Normal,Yes
CUST3081,46782,Credit Card,Patna,iPhone 13,No,High Frequency,No
CUST3471,342617,IMPS,Delhi,Redmi Note 10,Yes,High Frequency,Yes
CUST9975,34580,RTGS,Chennai,Vivo X70,No,Large Transactions,No
CUST9243,232376,Debit Card,Patna,Vivo X70,Yes,High Frequency,Yes
CUST2458,375346,Debit Card,Patna,Redmi Note 10,No,High Frequency,Yes
CUST5556,195900,UPI,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST6156,323781,Credit Card,Chennai,iPhone 13,No,High Frequency,Yes
CUST7191,85320,NEFT,Kolkata,Samsung S22,No,High Frequency,No
CUST1665,103169,RTGS,Kolkata,Samsung S22,No,Normal,No
CUST9166,387677,IMPS,Jaipur,OnePlus 9,Yes,Large Transactions,Yes
CUST7515,369749,IMPS,Kolkata,Samsung S22,Yes,Normal,Yes
CUST6563,206464,Debit Card,Chennai,Vivo X70,No,Large Transactions,Yes
CUST9468,127413,Credit Card,Chennai,iPhone 13,Yes,Normal,Yes
CUST9385,300055,NEFT,Mumbai,Vivo X70,Yes,Normal,Yes
CUST3571,445335,Debit Card,Kolkata,OnePlus 9,Yes,High Frequency,Yes
CUST1400,48199,Credit Card,Delhi,Samsung S22,Yes,Large Transactions,Yes
CUST2651,129681,RTGS,Kolkata,Samsung S22,Yes,Normal,Yes
CUST4287,7457,NEFT,Bangalore,OnePlus 9,Yes,Large Transactions,Yes
CUST5694,287124,Credit Card,Mumbai,OnePlus 9,Yes,High Frequency,Yes
CUST6224,499674,UPI,Patna,OnePlus 9,No,Large Transactions,Yes
CUST8247,349479,Debit Card,Chennai,iPhone 13,No,Large Transactions,Yes
CUST1595,425812,Debit Card,Bangalore,Redmi Note 10,No,Large Transactions,Yes
CUST7348,420425,RTGS,Chennai,Redmi Note 10,Yes,Large Transactions,Yes
CUST5215,116347,IMPS,Bangalore,OnePlus 9,No,High Frequency,No
CUST8339,367398,IMPS,Patna,Vivo X70,Yes,Normal,Yes
CUST2778,314907,RTGS,Delhi,Samsung S22,No,High Frequency,Yes
CUST7226,312420,Credit Card,Patna,iPhone 13,Yes,Normal,Yes
CUST9402,14267,NEFT,Bangalore,iPhone 13,No,High Frequency,No
CUST7598,476634,Credit Card,Bangalore,Vivo X70,Yes,Normal,Yes
CUST2985,476395,UPI,Delhi,Samsung S22,No,High Frequency,Yes
CUST8054,189599,Debit Card,Patna,Vivo X70,Yes,Normal,Yes
CUST4126,325619,IMPS,Kolkata,Vivo X70,No,High Frequency,Yes
CUST5370,198864,UPI,Chennai,Vivo X70,No,High Frequency,No
CUST3261,10491,RTGS,Mumbai,Redmi Note 10,Yes,Large Transactions,Yes
CUST8674,448867,NEFT,Chennai,Redmi Note 10,Yes,Large Transactions,Yes
CUST3567,446445,UPI,Delhi,OnePlus 9,Yes,High Frequency,Yes
CUST7066,9527,RTGS,Bangalore,OnePlus 9,Yes,Normal,Yes
CUST1079,378006,Debit Card,Jaipur,iPhone 13,No,Large Transactions,Yes
CUST1338,370503,RTGS,Jaipur,iPhone 13,No,High Frequency,Yes
CUST1269,140244,RTGS,Kolkata,iPhone 13,Yes,Normal,Yes
CUST3153,271155,Debit Card,Patna,iPhone 13,No,Large Transactions,Yes
CUST6620,205721,RTGS,Jaipur,OnePlus 9,Yes,Normal,Yes
CUST6983,3777,NEFT,Mumbai,Redmi Note 10,Yes,High Frequency,Yes
CUST8532,352180,Credit Card,Bangalore,Samsung S22,Yes,High Frequency,Yes
CUST1127,361062,IMPS,Patna,Redmi Note 10,No,Large Transactions,Yes
CUST1454,39590,UPI,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST1104,23615,RTGS,Delhi,Samsung S22,No,Normal,No
CUST9849,471289,UPI,Bangalore,iPhone 13,Yes,Normal,Yes
CUST6219,193572,Debit Card,Kolkata,Vivo X70,No,Large Transactions,No
CUST1054,499823,IMPS,Kolkata,OnePlus 9,No,Large Transactions,Yes
CUST7679,311906,RTGS,Mumbai,Vivo X70,No,Large Transactions,Yes
CUST6138,443924,UPI,Delhi,OnePlus 9,No,Normal,Yes
CUST9799,160490,UPI,Patna,iPhone 13,No,Large Transactions,No
CUST2312,300183,UPI,Patna,Vivo X70,Yes,Large Transactions,Yes
CUST8105,358360,Credit Card,Chennai,OnePlus 9,Yes,Normal,Yes
CUST6177,346851,Debit Card,Delhi,iPhone 13,No,Normal,Yes
CUST6299,252495,Debit Card,Mumbai,Samsung S22,Yes,High Frequency,Yes
CUST9226,234681,IMPS,Mumbai,OnePlus 9,No,Large Transactions,Yes
CUST3630,191929,NEFT,Jaipur,Samsung S22,No,Large Transactions,No
CUST6586,342881,Debit Card,Patna,Samsung S22,No,Large Transactions,Yes
CUST7051,146225,NEFT,Chennai,Samsung S22,Yes,Normal,Yes
CUST8738,465079,Debit Card,Bangalore,OnePlus 9,Yes,Large Transactions,Yes
CUST5482,101897,NEFT,Bangalore,iPhone 13,No,Large Transactions,No
CUST7491,123199,UPI,Jaipur,Redmi Note 10,Yes,High Frequency,Yes
CUST5448,85521,Credit Card,Bangalore,OnePlus 9,No,Large Transactions,No
CUST2928,95600,Debit Card,Patna,Vivo X70,Yes,Normal,Yes
CUST2946,497678,UPI,Delhi,Samsung S22,Yes,High Frequency,Yes
CUST3854,233932,RTGS,Bangalore,Samsung S22,No,Normal,Yes
CUST4040,223466,Credit Card,Patna,OnePlus 9,Yes,High Frequency,Yes
CUST2111,310479,RTGS,Kolkata,OnePlus 9,No,Large Transactions,Yes
CUST6038,266775,NEFT,Chennai,OnePlus 9,No,Large Transactions,Yes
CUST4994,199590,Credit Card,Bangalore,Samsung S22,Yes,Large Transactions,Yes
CUST8320,421673,IMPS,Chennai,iPhone 13,Yes,Large Transactions,Yes
CUST1254,67700,Debit Card,Bangalore,iPhone 13,No,Normal,No
CUST2981,191841,UPI,Delhi,OnePlus 9,Yes,Normal,Yes
CUST4083,385984,UPI,Delhi,Vivo X70,Yes,High Frequency,Yes
CUST6067,44828,Credit Card,Chennai,Redmi Note 10,Yes,Large Transactions,Yes
CUST7621,486100,NEFT,Patna,Redmi Note 10,No,Normal,Yes
CUST5979,87316,Credit Card,Jaipur,Vivo X70,Yes,Large Transactions,Yes
CUST1113,338064,RTGS,Kolkata,Redmi Note 10,No,Normal,Yes
CUST9183,57794,Debit Card,Mumbai,Vivo X70,No,Large Transactions,No
CUST7620,123567,NEFT,Delhi,OnePlus 9,Yes,Large Transactions,Yes
CUST5620,208824,NEFT,Jaipur,Samsung S22,No,High Frequency,Yes
CUST8344,447694,IMPS,Jaipur,Vivo X70,No,Normal,Yes
CUST5134,468095,UPI,Jaipur,Redmi Note 10,No,Normal,Yes
CUST7478,204433,Credit Card,Bangalore,Vivo X70,No,Normal,Yes
CUST5240,208584,UPI,Mumbai,iPhone 13,No,High Frequency,Yes
CUST1737,9742,Credit Card,Bangalore,OnePlus 9,Yes,Large Transactions,Yes
CUST7103,237843,UPI,Delhi,Vivo X70,Yes,High Frequency,Yes
CUST5145,129297,UPI,Jaipur,Vivo X70,Yes,Normal,Yes
CUST5368,270126,Credit Card,Patna,OnePlus 9,No,Normal,Yes
CUST1403,438125,Debit Card,Mumbai,Samsung S22,No,Large Transactions,Yes
CUST5469,489801,Credit Card,Kolkata,iPhone 13,No,Normal,Yes
CUST9420,280721,Credit Card,Delhi,Samsung S22,Yes,Normal,Yes
CUST9037,126149,RTGS,Kolkata,OnePlus 9,No,Normal,No
CUST4671,395012,IMPS,Bangalore,iPhone 13,Yes,Normal,Yes
CUST9841,235779,NEFT,Delhi,Redmi Note 10,No,Large Transactions,Yes
CUST7572,197056,NEFT,Chennai,iPhone 13,Yes,High Frequency,Yes
CUST7765,236606,Debit Card,Delhi,iPhone 13,No,Normal,Yes
CUST6730,35646,UPI,Kolkata,Redmi Note 10,No,Large Transactions,No
CUST1007,75867,RTGS,Mumbai,Vivo X70,No,Normal,No
CUST6771,488381,UPI,Patna,Vivo X70,Yes,High Frequency,Yes
CUST1931,198278,NEFT,Mumbai,iPhone 13,Yes,High Frequency,Yes
CUST8627,12266,NEFT,Delhi,OnePlus 9,No,Normal,No
CUST6942,3116,IMPS,Chennai,Samsung S22,Yes,Normal,Yes
CUST9299,123050,UPI,Kolkata,Vivo X70,No,Normal,No
CUST4817,138035,RTGS,Chennai,OnePlus 9,Yes,Normal,Yes
CUST9568,320235,NEFT,Jaipur,Vivo X70,Yes,Large Transactions,Yes
